chrom	start	end	region	is_bad_bin	log2_insulation_score_25000	n_valid_pixels_25000	boundary_strength_25000	is_boundary_25000	is_bad_bin_50000	log2_insulation_score_50000	n_valid_pixels_50000	boundary_strength_50000	is_boundary_50000	is_bad_bin_100000	log2_insulation_score_100000	n_valid_pixels_100000	boundary_strength_100000	is_boundary_100000	boundary_window	midpoint	ctcf_window_bp	ctcf_count
chr2L	404000	406000	chr2L	False	0.08870780045264683	143.0	1.3805582254991278	True	False	0.023484237130734865	557.0	1.4736873884817585	True	False	0.17438949050999322	1934.0	0.21868873644789596	True	100000	405000	10000	2
chr2L	420000	422000	chr2L	False	0.1291192027717117	144.0	0.8917837032183104	True	False	0.08371792573900981	622.0	0.4864520118959934	True	False	0.07623778579610295	1808.0	0.9433726524204689	True	100000	421000	10000	1
chr2L	490000	492000	chr2L	False	0.781964175773691	144.0	1.114842926338763	True	False	0.6071913895242977	604.0	0.6783108012658561	True	False	0.2972881398799213	1968.0	0.388243183109542	True	100000	491000	10000	1
chr2L	542000	544000	chr2L	False	0.4558145299591607	142.0	1.1218340028572107	True	False	0.06806587060611632	582.0	0.2853620513683002	True	False	-0.11121107351177086	1886.0	0.14950337653702347	True	100000	543000	10000	1
chr2L	554000	556000	chr2L	False	0.5895593464699247	143.0	0.34175307324361204	True	False	0.010649448366017326	580.0	1.6990734716080433	True	False	-0.26187710038130546	1870.0	2.24232489915546	True	100000	555000	10000	1
chr2L	870000	872000	chr2L	False	0.8224294568546987	142.0	0.22316639035472952	True	False	0.3052614794990367	570.0	0.34510510329672606	True	False	0.03687650740651559	2040.0	0.186698282700286	True	100000	871000	10000	1
chr2L	1184000	1186000	chr2L	False	0.3349141606820842	143.0		False	False	0.16338094135197956	525.0		False	False	-0.04126616685550767	2047.0	1.4876514834908812	True	100000	1185000	10000	1
chr2L	1362000	1364000	chr2L	False	-1.0481506492837684	144.0	1.5113196196550596	True	False	-0.7037474285064695	621.0	0.13256917540097268	True	False	-0.42347459367495816	2335.0	0.6425145109273287	True	100000	1363000	10000	1
chr2L	1492000	1494000	chr2L	False	-0.759639317304627	143.0	0.19524318194352985	True	False	-0.8002099494449338	581.0	0.8454250284740593	True	False	-0.6156526858180089	2176.0	0.4952458909816124	True	100000	1493000	10000	1
chr2L	1752000	1754000	chr2L	False	-0.42666227253749817	117.0		False	False	-0.47942947230699934	358.0		False	False	-0.49476320110635885	1084.0	0.18562355778902473	True	100000	1753000	10000	1
