chrom	start	end	region	is_bad_bin	log2_insulation_score_100000	n_valid_pixels_100000	boundary_strength_100000	is_boundary_100000
HiC_scaffold_1	0	5000	HiC_scaffold_1	True		0.0		False
HiC_scaffold_1	5000	10000	HiC_scaffold_1	False	0.5656605828036732	17.0		False
HiC_scaffold_1	10000	15000	HiC_scaffold_1	False	0.23077827792873118	31.0		False
HiC_scaffold_1	15000	20000	HiC_scaffold_1	False	-0.4892552505026371	40.0	1.0549158333063102	True
HiC_scaffold_1	20000	25000	HiC_scaffold_1	False	0.7686541231532893	50.0		False
HiC_scaffold_1	25000	30000	HiC_scaffold_1	False	-0.3233666308026374	66.0		False
HiC_scaffold_1	30000	35000	HiC_scaffold_1	False	-0.336484970099392	80.0	0.3137612143407608	True
HiC_scaffold_1	35000	40000	HiC_scaffold_1	False	-0.022723755758631153	89.0		False
HiC_scaffold_1	40000	45000	HiC_scaffold_1	False	-0.035831582128889976	101.0		False
HiC_scaffold_1	45000	50000	HiC_scaffold_1	False	-0.43651378843066385	112.0		False
HiC_scaffold_1	50000	55000	HiC_scaffold_1	False	-0.5663984296716253	123.0	1.0844913871137833	True
HiC_scaffold_1	55000	60000	HiC_scaffold_1	False	-0.48218897495118723	130.0		False
HiC_scaffold_1	60000	65000	HiC_scaffold_1	False	-0.2846727136326357	137.0		False
HiC_scaffold_1	65000	70000	HiC_scaffold_1	False	-0.5371067687646205	150.0	0.2524340551319848	True
HiC_scaffold_1	70000	75000	HiC_scaffold_1	False	-0.20645801686970958	163.0		False
HiC_scaffold_1	75000	80000	HiC_scaffold_1	False	-0.10453202887937858	176.0		False
HiC_scaffold_1	80000	85000	HiC_scaffold_1	False	-0.026885275020438852	185.0		False
HiC_scaffold_1	85000	90000	HiC_scaffold_1	False	-0.06407462665466028	193.0		False
HiC_scaffold_1	90000	95000	HiC_scaffold_1	False	0.015049586873294028	204.0		False
HiC_scaffold_1	95000	100000	HiC_scaffold_1	False	-0.3465486534440894	212.0		False
HiC_scaffold_1	100000	105000	HiC_scaffold_1	False	-0.4660359306471443	219.0	0.4810855175204384	True
HiC_scaffold_1	105000	110000	HiC_scaffold_1	False	-0.18470663802012416	215.0		False
