chrom	start	end	region	is_bad_bin	log2_insulation_score_100000	n_valid_pixels_100000	boundary_strength_100000	is_boundary_100000
HiC_scaffold_1	0	1000	HiC_scaffold_1	True		0.0		False
HiC_scaffold_1	1000	2000	HiC_scaffold_1	False	2.1473983190370687	8.0		False
HiC_scaffold_1	2000	3000	HiC_scaffold_1	False	0.5442558022508914	13.0	1.6031425167861773	True
HiC_scaffold_1	3000	4000	HiC_scaffold_1	False	2.792794549462417	27.0		False
HiC_scaffold_1	4000	5000	HiC_scaffold_1	False	1.1232320079063163	42.0		False
HiC_scaffold_1	5000	6000	HiC_scaffold_1	False	0.2632829815171539	57.0	0.7797786777051791	True
HiC_scaffold_1	6000	7000	HiC_scaffold_1	False	1.043061659222333	66.0		False
HiC_scaffold_1	7000	8000	HiC_scaffold_1	False	-0.05647401432858133	72.0	1.0512556585221977	True
HiC_scaffold_1	8000	9000	HiC_scaffold_1	False	-0.05647401432858133	72.0		False
HiC_scaffold_1	9000	10000	HiC_scaffold_1	False	0.9947816441936165	79.0		False
HiC_scaffold_1	10000	11000	HiC_scaffold_1	False	0.2357067371647289	84.0		False
HiC_scaffold_1	11000	12000	HiC_scaffold_1	False	0.12323200790631632	84.0		False
HiC_scaffold_1	12000	13000	HiC_scaffold_1	False	-0.02454924693234442	83.0		False
HiC_scaffold_1	13000	14000	HiC_scaffold_1	False	-0.027327668669064834	84.0	0.25000772553755407	True
HiC_scaffold_1	14000	15000	HiC_scaffold_1	False	0.2226800568684892	89.0		False
HiC_scaffold_1	15000	16000	HiC_scaffold_1	False	-0.2000110149537898	89.0		False
HiC_scaffold_1	16000	17000	HiC_scaffold_1	False	-0.2000110149537898	89.0	1.185206179926282	True
HiC_scaffold_1	17000	18000	HiC_scaffold_1	False	-0.2000110149537898	89.0		False
HiC_scaffold_1	18000	19000	HiC_scaffold_1	False	-0.18674823367659793	91.0		False
HiC_scaffold_1	19000	20000	HiC_scaffold_1	False	0.8781772744805507	100.0		False
HiC_scaffold_1	20000	21000	HiC_scaffold_1	False	0.9851951649724923	117.0		False
HiC_scaffold_1	21000	22000	HiC_scaffold_1	False	0.41597368282850034	139.0		False
HiC_scaffold_1	22000	23000	HiC_scaffold_1	False	0.2516482810337506	144.0		False
HiC_scaffold_1	23000	24000	HiC_scaffold_1	False	-0.07046728640808116	148.0		False
HiC_scaffold_1	24000	25000	HiC_scaffold_1	False	-0.07432767914137998	151.0	0.7824050906509042	True
HiC_scaffold_1	25000	26000	HiC_scaffold_1	False	-0.07432767914137998	151.0		False
HiC_scaffold_1	26000	27000	HiC_scaffold_1	False	0.5875832339149922	164.0		False
HiC_scaffold_1	27000	28000	HiC_scaffold_1	False	0.3172366226613274	172.0		False
HiC_scaffold_1	28000	29000	HiC_scaffold_1	False	-0.06336039991382106	180.0		False
HiC_scaffold_1	29000	30000	HiC_scaffold_1	False	-0.06336039991382106	180.0		False
HiC_scaffold_1	30000	31000	HiC_scaffold_1	False	-0.06336039991382106	180.0		False
HiC_scaffold_1	31000	32000	HiC_scaffold_1	False	-0.06336039991382106	180.0		False
HiC_scaffold_1	32000	33000	HiC_scaffold_1	False	-0.06664581938587268	183.0		False
HiC_scaffold_1	33000	34000	HiC_scaffold_1	False	-0.06771877149620407	184.0		False
HiC_scaffold_1	34000	35000	HiC_scaffold_1	False	-0.06983239718360022	186.0	0.6574156310985925	True
HiC_scaffold_1	35000	36000	HiC_scaffold_1	False	0.3036022095675691	193.0		False
HiC_scaffold_1	36000	37000	HiC_scaffold_1	False	0.1290112720409485	202.0	0.1745909375266206	True
HiC_scaffold_1	37000	38000	HiC_scaffold_1	False	0.3888138636010128	209.0		False
HiC_scaffold_1	38000	39000	HiC_scaffold_1	False	0.5786580826225096	218.0		False
HiC_scaffold_1	39000	40000	HiC_scaffold_1	False	0.7080774115095243	222.0		False
HiC_scaffold_1	40000	41000	HiC_scaffold_1	False	0.23888098495987273	227.0		False
HiC_scaffold_1	41000	42000	HiC_scaffold_1	False	0.24935355327002848	242.0		False
HiC_scaffold_1	42000	43000	HiC_scaffold_1	False	0.2498278454093817	244.0		False
HiC_scaffold_1	43000	44000	HiC_scaffold_1	False	0.09501373885705466	240.0		False
HiC_scaffold_1	44000	45000	HiC_scaffold_1	False	-0.09227040239543835	239.0		False
HiC_scaffold_1	45000	46000	HiC_scaffold_1	False	-0.0929998903536954	240.0	0.3187021755590786	True
HiC_scaffold_1	46000	47000	HiC_scaffold_1	False	-0.08920521616145484	242.0		False
HiC_scaffold_1	47000	48000	HiC_scaffold_1	False	0.2257022852053832	246.0		False
HiC_scaffold_1	48000	49000	HiC_scaffold_1	False	0.1154125034470172	245.0		False
HiC_scaffold_1	49000	50000	HiC_scaffold_1	False	-0.11684663230806305	244.0		False
HiC_scaffold_1	50000	51000	HiC_scaffold_1	False	-0.11747229170707293	245.0		False
HiC_scaffold_1	51000	52000	HiC_scaffold_1	False	-0.1180931325922472	246.0		False
HiC_scaffold_1	52000	53000	HiC_scaffold_1	False	-0.11659500676615221	252.0		False
HiC_scaffold_1	53000	54000	HiC_scaffold_1	False	-0.1178040029325131	254.0		False
HiC_scaffold_1	54000	55000	HiC_scaffold_1	False	-0.12016868964597104	258.0	0.7168037118630562	True
HiC_scaffold_1	55000	56000	HiC_scaffold_1	False	-0.03913940332330433	260.0		False
HiC_scaffold_1	56000	57000	HiC_scaffold_1	False	0.5966350222170852	254.0		False
HiC_scaffold_1	57000	58000	HiC_scaffold_1	False	0.3228393288907033	257.0		False
HiC_scaffold_1	58000	59000	HiC_scaffold_1	False	0.10556307768341837	262.0	0.25452063400486596	True
HiC_scaffold_1	59000	60000	HiC_scaffold_1	False	0.36008371168828435	271.0		False
HiC_scaffold_1	60000	61000	HiC_scaffold_1	False	0.21201482159732063	264.0	0.10129473369138067	True
HiC_scaffold_1	61000	62000	HiC_scaffold_1	False	0.3133095552887013	266.0		False
HiC_scaffold_1	62000	63000	HiC_scaffold_1	False	-0.045747607735522944	268.0		False
HiC_scaffold_1	63000	64000	HiC_scaffold_1	False	-0.09213539714443289	275.0		False
HiC_scaffold_1	64000	65000	HiC_scaffold_1	False	-0.164975469137045	280.0	0.7385933310192795	True
HiC_scaffold_1	65000	66000	HiC_scaffold_1	False	-0.020056615692960956	285.0		False
HiC_scaffold_1	66000	67000	HiC_scaffold_1	False	0.2157383209321329	291.0		False
HiC_scaffold_1	67000	68000	HiC_scaffold_1	False	-0.0557984371488803	305.0	0.2715367580810132	True
HiC_scaffold_1	68000	69000	HiC_scaffold_1	False	-0.047884552028252175	311.0		False
HiC_scaffold_1	69000	70000	HiC_scaffold_1	False	0.2771650630854779	319.0		False
HiC_scaffold_1	70000	71000	HiC_scaffold_1	False	0.2544028308746339	322.0		False
HiC_scaffold_1	71000	72000	HiC_scaffold_1	False	-0.08182958860547565	328.0	0.35899465169095357	True
HiC_scaffold_1	72000	73000	HiC_scaffold_1	False	-0.02313683045446882	330.0		False
HiC_scaffold_1	73000	74000	HiC_scaffold_1	False	0.26617705478633336	342.0		False
HiC_scaffold_1	74000	75000	HiC_scaffold_1	False	0.21289685425664295	357.0		False
HiC_scaffold_1	75000	76000	HiC_scaffold_1	False	0.2822493231017593	366.0		False
HiC_scaffold_1	76000	77000	HiC_scaffold_1	False	0.06197012177239757	379.0	0.22027920132936174	True
HiC_scaffold_1	77000	78000	HiC_scaffold_1	False	0.30486562144986623	391.0		False
HiC_scaffold_1	78000	79000	HiC_scaffold_1	False	0.2464066258219378	403.0		False
HiC_scaffold_1	79000	80000	HiC_scaffold_1	False	0.19003793559255028	414.0		False
HiC_scaffold_1	80000	81000	HiC_scaffold_1	False	0.24710603898266423	416.0		False
HiC_scaffold_1	81000	82000	HiC_scaffold_1	False	-0.009533291725223719	419.0		False
HiC_scaffold_1	82000	83000	HiC_scaffold_1	False	-0.017558774550703492	418.0	0.3224243960005697	True
HiC_scaffold_1	83000	84000	HiC_scaffold_1	False	0.06685222255708392	421.0		False
HiC_scaffold_1	84000	85000	HiC_scaffold_1	False	0.1545922604345026	428.0		False
HiC_scaffold_1	85000	86000	HiC_scaffold_1	False	0.21320876751457832	433.0		False
HiC_scaffold_1	86000	87000	HiC_scaffold_1	False	0.08811893420767296	435.0	0.12508983330690537	True
HiC_scaffold_1	87000	88000	HiC_scaffold_1	False	0.3276936995538561	442.0		False
HiC_scaffold_1	88000	89000	HiC_scaffold_1	False	0.31473498332999933	444.0		False
HiC_scaffold_1	89000	90000	HiC_scaffold_1	False	0.38308580408433146	450.0		False
HiC_scaffold_1	90000	91000	HiC_scaffold_1	False	0.3231695784150684	448.0		False
HiC_scaffold_1	91000	92000	HiC_scaffold_1	False	0.1258745414388578	457.0		False
HiC_scaffold_1	92000	93000	HiC_scaffold_1	False	0.11718796024624156	459.0		False
HiC_scaffold_1	93000	94000	HiC_scaffold_1	False	0.07708176815483614	461.0	0.13709180746025168	True
HiC_scaffold_1	94000	95000	HiC_scaffold_1	False	0.21417357561508782	459.0		False
HiC_scaffold_1	95000	96000	HiC_scaffold_1	False	-0.0021271145439221905	454.0	0.24640717199829346	True
HiC_scaffold_1	96000	97000	HiC_scaffold_1	False	0.24428005745437126	453.0		False
HiC_scaffold_1	97000	98000	HiC_scaffold_1	False	0.03538092214070931	452.0		False
HiC_scaffold_1	98000	99000	HiC_scaffold_1	False	0.1006057036300988	462.0		False
HiC_scaffold_1	99000	100000	HiC_scaffold_1	False	-0.03954809880504308	460.0		False
HiC_scaffold_1	100000	101000	HiC_scaffold_1	False	-0.08424965447615756	457.0	0.467335458560489	True
HiC_scaffold_1	101000	102000	HiC_scaffold_1	False	0.18539357918998803	461.0		False
HiC_scaffold_1	102000	103000	HiC_scaffold_1	False	0.1802794159037117	459.0		False
HiC_scaffold_1	103000	104000	HiC_scaffold_1	False	0.04243562534794503	461.0	0.142957953842043	True
HiC_scaffold_1	104000	105000	HiC_scaffold_1	False	0.04929361293384759	462.0		False
