chrom	start	end	region	is_bad_bin	log2_insulation_score_25000	n_valid_pixels_25000	boundary_strength_25000	is_boundary_25000	is_bad_bin_50000	log2_insulation_score_50000	n_valid_pixels_50000	boundary_strength_50000	is_boundary_50000	is_bad_bin_100000	log2_insulation_score_100000	n_valid_pixels_100000	boundary_strength_100000	is_boundary_100000	boundary_window	midpoint	ctcf_window_bp	ctcf_count
chr2L	72000	74000	chr2L	False	0.7043883072890237	84.0	0.9219839795549524	True	False	0.9296834307388142	172.0	0.7865996656932857	True	False	1.0785963703750374	320.0	0.725950474762719	True	100000	73000	10000	0
chr2L	94000	96000	chr2L	False	0.94578290252187	144.0	0.48734530490094174	True	False	0.7906591804885111	443.0	0.1800232833607487	True	False	0.998889171471335	795.0	0.1530724348022754	True	100000	95000	10000	0
chr2L	144000	146000	chr2L	False	0.6605006632880237	144.0	0.3752085423125191	True	False	0.19909221044159225	582.0	0.2750929410956167	True	False	0.04017941256951801	1750.0	0.159297529188129	True	100000	145000	10000	0
chr2L	156000	158000	chr2L	False	-0.07192304932786098	144.0	2.0148234433166095	True	False	-0.16551824534439868	583.0	2.125440143006676	True	False	-0.22788628599162097	1991.0	1.5550733566917403	True	100000	157000	10000	0
chr2L	184000	186000	chr2L	False	0.738667341771141	144.0	0.8580574110835678	True	False	0.5108344212180047	618.0	0.5490150401198939	True	False	0.22874521508258552	2160.0	0.3221451421320416	True	100000	185000	10000	0
chr2L	252000	254000	chr2L	False	0.19466997372672837	144.0	0.7713691202458781	True	False	0.22177426216432336	617.0	0.2865155775736553	True	False	0.03597524855571566	1962.0	0.25481540216531995	True	100000	253000	10000	0
chr2L	272000	274000	chr2L	False	0.587320727509656	144.0	0.364847204424805	True	False	0.21882156218984308	590.0	0.24851449183680027	True	False	0.12811467259641057	1782.0	0.1238170443633052	True	100000	273000	10000	0
chr2L	298000	300000	chr2L	False	0.1780918567279367	143.0	0.3687736593733738	True	False	-0.08410388706075089	605.0	1.249100728917803	True	False	-0.13338637069747245	1862.0	0.836180151137035	True	100000	299000	10000	0
chr2L	306000	308000	chr2L	False	-0.06674977604497055	144.0	1.8124178225956713	True	False	-0.06803975004329994	537.0	0.299927373011255	True	False	-0.049462771227358954	1915.0	0.10162549719566122	True	100000	307000	10000	0
chr2L	404000	406000	chr2L	False	0.08870780045264683	143.0	1.3805582254991278	True	False	0.023484237130734865	557.0	1.4736873884817585	True	False	0.17438949050999322	1934.0	0.21868873644789596	True	100000	405000	10000	2
