chrom	start	end	region	is_bad_bin	log2_insulation_score_25000	n_valid_pixels_25000	boundary_strength_25000	is_boundary_25000	is_bad_bin_50000	log2_insulation_score_50000	n_valid_pixels_50000	boundary_strength_50000	is_boundary_50000	is_bad_bin_100000	log2_insulation_score_100000	n_valid_pixels_100000	boundary_strength_100000	is_boundary_100000	boundary_window	midpoint	ctcf_window_bp	ctcf_count
chr2L	72000	74000	chr2L	False	0.7043883072890237	84.0	0.9219839795549524	True	False	0.9296834307388142	172.0	0.7865996656932857	True	False	1.0785963703750374	320.0	0.725950474762719	True	50000	73000	10000	0
chr2L	94000	96000	chr2L	False	0.94578290252187	144.0	0.48734530490094174	True	False	0.7906591804885111	443.0	0.1800232833607487	True	False	0.998889171471335	795.0	0.1530724348022754	True	50000	95000	10000	0
chr2L	108000	110000	chr2L	False	1.1729667432106177	144.0		False	False	0.667174834928808	614.0	0.18656587255073642	True	False	0.8637956822522441	1078.0		False	50000	109000	10000	0
chr2L	132000	134000	chr2L	False	0.7686408022825452	144.0	0.25043860014780794	True	False	0.32881282991237637	594.0	0.15959214819252432	True	False	0.2564116728296131	1540.0		False	50000	133000	10000	0
chr2L	144000	146000	chr2L	False	0.6605006632880237	144.0	0.3752085423125191	True	False	0.19909221044159225	582.0	0.2750929410956167	True	False	0.04017941256951801	1750.0	0.159297529188129	True	50000	145000	10000	0
chr2L	156000	158000	chr2L	False	-0.07192304932786098	144.0	2.0148234433166095	True	False	-0.16551824534439868	583.0	2.125440143006676	True	False	-0.22788628599162097	1991.0	1.5550733566917403	True	50000	157000	10000	0
chr2L	184000	186000	chr2L	False	0.738667341771141	144.0	0.8580574110835678	True	False	0.5108344212180047	618.0	0.5490150401198939	True	False	0.22874521508258552	2160.0	0.3221451421320416	True	50000	185000	10000	0
chr2L	204000	206000	chr2L	False	1.0062499315373707	144.0		False	False	0.8694208246609507	623.0	0.11205870555447928	True	False	0.46086251916701926	2211.0		False	50000	205000	10000	0
chr2L	252000	254000	chr2L	False	0.19466997372672837	144.0	0.7713691202458781	True	False	0.22177426216432336	617.0	0.2865155775736553	True	False	0.03597524855571566	1962.0	0.25481540216531995	True	50000	253000	10000	0
chr2L	272000	274000	chr2L	False	0.587320727509656	144.0	0.364847204424805	True	False	0.21882156218984308	590.0	0.24851449183680027	True	False	0.12811467259641057	1782.0	0.1238170443633052	True	50000	273000	10000	0
chr2L	298000	300000	chr2L	False	0.1780918567279367	143.0	0.3687736593733738	True	False	-0.08410388706075089	605.0	1.249100728917803	True	False	-0.13338637069747245	1862.0	0.836180151137035	True	50000	299000	10000	0
chr2L	306000	308000	chr2L	False	-0.06674977604497055	144.0	1.8124178225956713	True	False	-0.06803975004329994	537.0	0.299927373011255	True	False	-0.049462771227358954	1915.0	0.10162549719566122	True	50000	307000	10000	0
chr2L	404000	406000	chr2L	False	0.08870780045264683	143.0	1.3805582254991278	True	False	0.023484237130734865	557.0	1.4736873884817585	True	False	0.17438949050999322	1934.0	0.21868873644789596	True	50000	405000	10000	2
chr2L	420000	422000	chr2L	False	0.1291192027717117	144.0	0.8917837032183104	True	False	0.08371792573900981	622.0	0.4864520118959934	True	False	0.07623778579610295	1808.0	0.9433726524204689	True	50000	421000	10000	1
chr2L	472000	474000	chr2L	False	1.1365610967818807	142.0	0.6905681675272637	True	False	0.6188049261559687	601.0	0.5131489029874079	True	False	0.2962718016232078	1915.0	0.5722750147164186	True	50000	473000	10000	0
chr2L	490000	492000	chr2L	False	0.781964175773691	144.0	1.114842926338763	True	False	0.6071913895242977	604.0	0.6783108012658561	True	False	0.2972881398799213	1968.0	0.388243183109542	True	50000	491000	10000	1
chr2L	542000	544000	chr2L	False	0.4558145299591607	142.0	1.1218340028572107	True	False	0.06806587060611632	582.0	0.2853620513683002	True	False	-0.11121107351177086	1886.0	0.14950337653702347	True	50000	543000	10000	1
chr2L	554000	556000	chr2L	False	0.5895593464699247	143.0	0.34175307324361204	True	False	0.010649448366017326	580.0	1.6990734716080433	True	False	-0.26187710038130546	1870.0	2.24232489915546	True	50000	555000	10000	1
chr2L	574000	576000	chr2L	False	0.789828241553773	144.0	0.24912490134773346	True	False	0.24392393232586326	585.0	0.1610419668545672	True	False	-0.08098600332654206	1874.0	0.10599615360186067	True	50000	575000	10000	0
chr2L	602000	604000	chr2L	False	1.1520417918273405	144.0	0.2197471612762112	True	False	0.9053286714764531	608.0	0.1489592206403617	True	False	0.7185979175848777	1939.0		False	50000	603000	10000	1
chr2L	810000	812000	chr2L	False	-0.2104933787184359	143.0	2.1712365183108973	True	False	-0.41543763813066514	581.0	2.016772024752103	True	False	-0.37164611615984045	2170.0	1.921970126985896	True	50000	811000	10000	0
chr2L	856000	858000	chr2L	False	0.6036363669461996	144.0	0.12129975438136609	True	False	0.18836401009191758	591.0	0.9780311157398082	True	False	-0.10791399404077073	2070.0	0.7016145761233388	True	50000	857000	10000	0
