chrom	start	end	region	is_bad_bin	log2_insulation_score_25000	n_valid_pixels_25000	boundary_strength_25000	is_boundary_25000	is_bad_bin_50000	log2_insulation_score_50000	n_valid_pixels_50000	boundary_strength_50000	is_boundary_50000	is_bad_bin_100000	log2_insulation_score_100000	n_valid_pixels_100000	boundary_strength_100000	is_boundary_100000	boundary_window	midpoint	ctcf_window_bp	ctcf_count
HiC_scaffold_1	20000	22000	HiC_scaffold_1	False	-0.8139880143900511	1.0	1.0	True	False	-0.5501970825604794	1.0	1.0	True	False	-0.38702312310924736	1.0	1.0	True	100000	21000	10000	0
HiC_scaffold_1	48000	50000	HiC_scaffold_1	False	-0.8139880143900511	2.0	2.321928094887362	True	False	-0.5501970825604794	2.0	2.3219280948873626	True	False	-0.38702312310924736	4.0	2.3219280948873626	True	100000	49000	10000	0
HiC_scaffold_1	56000	58000	HiC_scaffold_1	False	-0.661984920945001	9.0	0.548436624696042	True	False	-0.4432818786439677	13.0	0.8190842146397113	True	False	-0.31302254166547044	19.0	0.604071323668861	True	100000	57000	10000	0
HiC_scaffold_1	62000	64000	HiC_scaffold_1	False	-0.7070728104735394	13.0		False	False	-0.39265580557399954	26.0	0.2574962222923637	True	False	-0.2650325987306371	34.0	0.22593277904169673	True	100000	63000	10000	0
HiC_scaffold_1	88000	90000	HiC_scaffold_1	False	0.06736748911132986	19.0	0.261602450340662	True	False	0.10187961401921364	35.0	0.22593277904169662	True	False	-0.034142099892972885	83.0	0.1453698443115512	True	100000	89000	10000	0
HiC_scaffold_1	132000	134000	HiC_scaffold_1	False	-0.5729799148862562	11.0		False	False	-0.31699790626744856	57.0		False	False	-0.2312284505018232	114.0	0.457850582817817	True	100000	133000	10000	0
HiC_scaffold_1	152000	154000	HiC_scaffold_1	False	-0.3114876738608678	48.0	0.7039505369382428	True	False	-0.17982863261536394	82.0	0.3792247525488401	True	False	-0.11226623225091198	143.0	0.2557578258404446	True	100000	153000	10000	1
HiC_scaffold_1	178000	180000	HiC_scaffold_1	False	0.4084044069463969	51.0	0.3625700793847081	True	False	0.38268872158098366	77.0	0.27112808788013	True	False	0.4334274565600401	94.0	0.23669332743432137	True	100000	179000	10000	0
HiC_scaffold_1	182000	184000	HiC_scaffold_1	False	0.6010494848887926	42.0	0.11745758154817687	True	False	0.5463761771345734	65.0		False	False	0.575982669408551	79.0	0.10208923570408668	True	100000	183000	10000	0
HiC_scaffold_1	192000	194000	HiC_scaffold_1	False	-0.07702242022384495	21.0	0.84799690655495	True	False	0.09365910721424518	32.0		False	False	0.18488322478646238	37.0	0.5264973561652849	True	100000	193000	10000	0
HiC_scaffold_1	204000	206000	HiC_scaffold_1	False	-0.5915955930536031	6.0	1.099535673550914	True	False	-0.4246662004766207	11.0	0.6818240399737454	True	False	-0.28010791919273537	13.0	1.1233824155052823	True	100000	205000	10000	0
HiC_scaffold_1	212000	214000	HiC_scaffold_1	False	-0.49205991950268885	4.0		False	False	-0.3802720811181672	8.0		False	False	-0.2614922410253885	11.0	0.11547721741993622	True	100000	213000	10000	1
HiC_scaffold_1	222000	224000	HiC_scaffold_1	False	-0.22902551366889498	2.0		False	False	-0.22826898767311707	4.0		False	False	-0.19437804516685153	7.0	0.4353861446706465	True	100000	223000	10000	1
HiC_scaffold_1	238000	240000	HiC_scaffold_1	True		0.0		False	True		0.0		False	False	0.26505357347044584	28.0	0.44745897697122133	True	100000	239000	10000	0
HiC_scaffold_1	296000	298000	HiC_scaffold_1	True		0.0		False	True		0.0		False	False	0.5860098292904834	27.0	0.11103131238874397	True	100000	297000	10000	0
HiC_scaffold_1	316000	318000	HiC_scaffold_1	True		0.0		False	True		0.0		False	False	0.27594188961318195	24.0	0.3370349872775707	True	100000	317000	10000	0
HiC_scaffold_1	324000	326000	HiC_scaffold_1	True		0.0		False	True		0.0		False	False	-0.12398871727545348	5.0	0.3219280948873623	True	100000	325000	10000	0
HiC_scaffold_1	334000	336000	HiC_scaffold_1	False	-0.8139880143900511	2.0		False	False	-0.13515958328163585	3.0		False	False	-0.2614922410253885	11.0	0.5265458144958344	True	100000	335000	10000	0
HiC_scaffold_1	352000	354000	HiC_scaffold_1	True		0.0		False	False	-0.3802720811181672	8.0	0.3275746580285045	True	False	-0.2350200296641973	18.0	0.15833702716710057	True	100000	353000	10000	0
HiC_scaffold_1	366000	368000	HiC_scaffold_1	False	-0.5915955930536031	6.0		False	False	-0.3802720811181672	24.0		False	False	-0.27154590568931136	36.0	0.7383020417290203	True	100000	367000	10000	0
HiC_scaffold_1	434000	436000	HiC_scaffold_1	False	-0.0013581502917727223	78.0	0.6366775372653115	True	False	-0.02395702096202564	234.0	0.3123657944435898	True	False	0.03406342084240162	357.0	0.12741601895327115	True	100000	435000	10000	0
HiC_scaffold_1	474000	476000	HiC_scaffold_1	False	-0.21535057677181846	35.0	0.4870924364076515	True	False	-0.19436858105482643	143.0		False	False	-0.13303385687846048	400.0	0.27652545046799315	True	100000	475000	10000	0
HiC_scaffold_1	524000	526000	HiC_scaffold_1	False	-0.2446223687199134	62.0	0.8872727580754791	True	False	-0.08071179925925935	104.0	0.2003661150064489	True	False	-0.10782151430600097	281.0	0.1246953328703971	True	100000	525000	10000	0
HiC_scaffold_1	538000	540000	HiC_scaffold_1	False	-0.26650021908755794	26.0	1.2968613342373123	True	False	-0.09563121909499814	54.0	0.5761309337574351	True	False	-0.15754127698648013	203.0	0.2477244742425061	True	100000	539000	10000	1
HiC_scaffold_1	604000	606000	HiC_scaffold_1	False	-0.6564467374035712	26.0		False	False	-0.32780466122403146	96.0		False	False	-0.225960690376731	254.0	0.5661363298512969	True	100000	605000	10000	0
HiC_scaffold_1	640000	642000	HiC_scaffold_1	False	0.02395522750097614	80.0		False	False	0.08990697235313776	154.0		False	False	-0.005997849937270509	397.0	0.16364750652346272	True	100000	641000	10000	0
HiC_scaffold_1	676000	678000	HiC_scaffold_1	False	-0.0951697669341045	48.0	0.842297511310842	True	False	0.21868369168248883	152.0		False	False	0.08155725202651598	443.0	0.11339208297958131	True	100000	677000	10000	0
HiC_scaffold_1	770000	772000	HiC_scaffold_1	False	0.4204772392469719	17.0	0.23946593469538924	True	False	0.003287186687508755	139.0	0.5324889538618646	True	False	-0.012748492741988133	341.0	0.16825260403350034	True	100000	771000	10000	0
HiC_scaffold_1	824000	826000	HiC_scaffold_1	False	-0.49848618866212174	45.0		False	False	-0.3326056474878526	86.0		False	False	-0.1623922295767999	184.0	0.4780718761172138	True	100000	825000	10000	1
HiC_scaffold_1	854000	856000	HiC_scaffold_1	False	-0.24025276909214902	43.0	0.6660917693745665	True	False	-0.09076546392318223	64.0	0.37829695246382555	True	False	-0.05752180851708406	152.0	0.13681668963037394	True	100000	855000	10000	0
HiC_scaffold_1	870000	872000	HiC_scaffold_1	False	-0.11354829624895905	16.0	0.11669622470909735	True	False	0.21533766380249764	20.0		False	False	-0.1099135320637308	170.0	0.15193476622720656	True	100000	871000	10000	0
HiC_scaffold_1	898000	900000	HiC_scaffold_1	True		0.0		False	False	-0.2120283466659064	53.0		False	False	-0.1546604130178712	206.0	0.37923491713324675	True	100000	899000	10000	1
HiC_scaffold_1	962000	964000	HiC_scaffold_1	False	-0.3061933741913548	64.0	0.9749874657159816	True	False	-0.11921803941261423	135.0	0.38011828059555575	True	False	-0.0664012257225098	221.0	0.28046026869769575	True	100000	963000	10000	0
HiC_scaffold_1	982000	984000	HiC_scaffold_1	False	-0.10997284202513145	62.0		False	False	-0.05593289213106043	186.0	0.14894345132769077	True	False	0.009581658072611124	256.0	0.12929773516644102	True	100000	983000	10000	0
HiC_scaffold_1	1044000	1046000	HiC_scaffold_1	False	-0.27209423556078105	68.0	0.7763772924500033	True	False	-0.16884270953792432	195.0	0.5352296187898073	True	False	-0.016342849863511484	611.0	0.16033312822845133	True	100000	1045000	10000	0
HiC_scaffold_1	1138000	1140000	HiC_scaffold_1	False	-0.15794241560741257	66.0	0.25707695053739466	True	False	-0.07626589422806716	144.0		False	False	-0.05279766941850076	257.0	0.22592072685920042	True	100000	1139000	10000	0
HiC_scaffold_1	1160000	1162000	HiC_scaffold_1	False	-0.5509536085562574	15.0		False	False	-0.3802720811181672	40.0		False	False	-0.30456096291727436	136.0	0.1174754103167791	True	100000	1161000	10000	0
HiC_scaffold_1	1186000	1188000	HiC_scaffold_1	False	-0.5144277325311432	13.0	0.7645700555608077	True	False	-0.3617519931473692	43.0	0.30136017826770584	True	False	-0.3051461160548396	137.0	1.3312609593089546	True	100000	1187000	10000	1
HiC_scaffold_1	1222000	1224000	HiC_scaffold_1	False	-0.8139880143900511	3.0	2.807354922057604	True	False	-0.16832644721683507	33.0		False	False	-0.2350200296641973	99.0	0.16706534730307177	True	100000	1223000	10000	0
HiC_scaffold_1	1248000	1250000	HiC_scaffold_1	False	-0.32856118721980954	15.0	0.41835785757045507	True	False	-0.21762174347360863	54.0	0.4282369970337029	True	False	-0.14432171937245986	131.0	0.14432171937245986	True	100000	1249000	10000	1
HiC_scaffold_1	1328000	1330000	HiC_scaffold_1	False	-0.38335366006018884	23.0		False	False	-0.1623810520166601	107.0		False	False	0.3378992802311884	409.0	0.18307328235726683	True	100000	1329000	10000	0
HiC_scaffold_1	1386000	1388000	HiC_scaffold_1	False	1.1083326217880736	62.0		False	False	1.1419142758214662	147.0		False	False	0.6620143701993072	376.0	0.21736662325133405	True	100000	1387000	10000	0
HiC_scaffold_1	1430000	1432000	HiC_scaffold_1	False	-0.17013182461532642	48.0		False	False	-0.04596585395218031	196.0		False	False	0.04410835228989739	468.0	0.14245895250206314	True	100000	1431000	10000	0
HiC_scaffold_1	1494000	1496000	HiC_scaffold_1	False	-0.5624492473940866	21.0	1.3334237337251915	True	False	-0.27717858815406365	96.0	0.6628511681738686	True	False	-0.14713079708789656	199.0	0.148033327640252	True	100000	1495000	10000	0
HiC_scaffold_1	1566000	1568000	HiC_scaffold_1	False	-0.5509536085562574	5.0		False	False	-0.21577804348992025	23.0		False	False	-0.27154590568931136	84.0	0.724230822736539	True	100000	1567000	10000	1
HiC_scaffold_1	1690000	1692000	HiC_scaffold_1	False	-0.6440630129477388	8.0	0.9080775105589609	True	False	-0.16553323232515446	36.0	0.28852583349756644	True	False	0.12503883056446127	115.0	0.11005354546491358	True	100000	1691000	10000	0
HiC_scaffold_1	1740000	1742000	HiC_scaffold_1	False	-0.661984920945001	9.0		False	False	-0.39265580557399954	26.0		False	False	-0.27154590568931136	72.0	0.724230822736539	True	100000	1741000	10000	0
