chrom	start	end	region	is_bad_bin	log2_insulation_score_25000	n_valid_pixels_25000	boundary_strength_25000	is_boundary_25000	is_bad_bin_50000	log2_insulation_score_50000	n_valid_pixels_50000	boundary_strength_50000	is_boundary_50000	is_bad_bin_100000	log2_insulation_score_100000	n_valid_pixels_100000	boundary_strength_100000	is_boundary_100000	boundary_window	midpoint	ctcf_window_bp	ctcf_count
HiC_scaffold_1	20000	22000	HiC_scaffold_1	False	-0.8139880143900511	1.0	1.0	True	False	-0.5501970825604794	1.0	1.0	True	False	-0.38702312310924736	1.0	1.0	True	50000	21000	10000	0
HiC_scaffold_1	48000	50000	HiC_scaffold_1	False	-0.8139880143900511	2.0	2.321928094887362	True	False	-0.5501970825604794	2.0	2.3219280948873626	True	False	-0.38702312310924736	4.0	2.3219280948873626	True	50000	49000	10000	0
HiC_scaffold_1	56000	58000	HiC_scaffold_1	False	-0.661984920945001	9.0	0.548436624696042	True	False	-0.4432818786439677	13.0	0.8190842146397113	True	False	-0.31302254166547044	19.0	0.604071323668861	True	50000	57000	10000	0
HiC_scaffold_1	62000	64000	HiC_scaffold_1	False	-0.7070728104735394	13.0		False	False	-0.39265580557399954	26.0	0.2574962222923637	True	False	-0.2650325987306371	34.0	0.22593277904169673	True	50000	63000	10000	0
HiC_scaffold_1	88000	90000	HiC_scaffold_1	False	0.06736748911132986	19.0	0.261602450340662	True	False	0.10187961401921364	35.0	0.22593277904169662	True	False	-0.034142099892972885	83.0	0.1453698443115512	True	50000	89000	10000	0
HiC_scaffold_1	108000	110000	HiC_scaffold_1	False	-0.8139880143900511	3.0		False	False	-0.39265580557399954	26.0	0.9838145722590614	True	False	-0.21875164051944865	97.0		False	50000	109000	10000	0
HiC_scaffold_1	152000	154000	HiC_scaffold_1	False	-0.3114876738608678	48.0	0.7039505369382428	True	False	-0.17982863261536394	82.0	0.3792247525488401	True	False	-0.11226623225091198	143.0	0.2557578258404446	True	50000	153000	10000	1
HiC_scaffold_1	178000	180000	HiC_scaffold_1	False	0.4084044069463969	51.0	0.3625700793847081	True	False	0.38268872158098366	77.0	0.27112808788013	True	False	0.4334274565600401	94.0	0.23669332743432137	True	50000	179000	10000	0
HiC_scaffold_1	190000	192000	HiC_scaffold_1	False	0.011982585834899893	22.0		False	False	0.09365910721424518	32.0	0.5931830075261246	True	False	0.18488322478646238	37.0		False	50000	191000	10000	0
HiC_scaffold_1	204000	206000	HiC_scaffold_1	False	-0.5915955930536031	6.0	1.099535673550914	True	False	-0.4246662004766207	11.0	0.6818240399737454	True	False	-0.28010791919273537	13.0	1.1233824155052823	True	50000	205000	10000	0
